Station,Latitude,Longitude,Date,Time,Parameter,Result,Units,Rainfall in Last 24 hours,Tide Stage,Weather,Wind/Current Direction
SC2,32.793195,-79.876464,2019-07-01,1015,Enterococci,30,MPN/100 mL,0,1/2 ebb,clear,W
SC2,32.793195,-79.876464,2019-07-17,1025,Enterococci,10,MPN/100 mL,0.00,slack flood,clear,SW
SC2,32.793195,-79.876464,2019-07-24,0915,Enterococci,2481,MPN/100 mL,1.12,1/4 flood,cloud,N
SC2,32.793195,-79.876464,2019-08-07,1055,Enterococci,86,MPN/100 mL,0.00,1/2 flood,clear,W
SC2,32.793195,-79.876464,2019-08-14,1027,Enterococci,30,MPN/100 mL,0.00,1/2 ebb,clear,W
SC2,32.793195,-79.876464,2019-08-28,1015,Enterococci,171,MPN/100 mL,0.00,1/2 ebb,clear,S
SC2,32.793195,-79.876464,2019-09-11,1038,Enterococci,201,MPN/100 mL,0.02,1/2 ebb,fair,NE
SC2,32.793195,-79.876464,2019-09-18,1116,Enterococci,30,MPN/100 mL,0.00,full flood,fair,NE
SC2,32.793195,-79.876464,2019-09-25,1010,Enterococci,259,MPN/100 mL,0.00,3/4 ebb,fair,calm
SC2,32.793195,-79.876464,2019-10-02,1120,Enterococci,20,MPN/100 mL,0.00,full flood,clear,N
SC2,32.793195,-79.876464,2019-10-09,1043,Enterococci,144,MPN/100 mL,0.00,3/4 ebb,cloud,NE
SC2,32.793195,-79.876464,2019-10-17,1120,Enterococci,10,MPN/100 mL,0.07,1/4 ebb,fair,N
SC2,32.793195,-79.876464,2019-10-23,1102,Enterococci,84,MPN/100 mL,0.00,full ebb,clear,NE
SC2,32.793195,-79.876464,2019-10-30,1130,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,cloud,N
SC3,32.804816,-79.861597,2017-05-03,1010,Enterococci,397,MPN/100 mL,0.00,ebb,clear,NW
SC3,32.804816,-79.861597,2017-05-10,0945,Enterococci,97,MPN/100 mL,0.00,1/4 ebb,clear,W
SC3,32.804816,-79.861597,2017-05-17,1023,Enterococci,75,MPN/100 mL,0.00,1/2 flood,clear,S
SC3,32.804816,-79.861597,2017-05-24,1003,Enterococci,7701,MPN/100 mL,3.10,1/2 ebb,fair,SW
SC3,32.804816,-79.861597,2017-05-31,1122,Enterococci,144,MPN/100 mL,0.00,1/2 flood,cloud,S
SC3,32.804816,-79.861597,2017-06-07,1010,Enterococci,10462,MPN/100 mL,3.25,1/2 ebb,rain,NW
SC3,32.804816,-79.861597,2017-06-14,1035,Enterococci,84,MPN/100 mL,0.00,1/2 flood,clear,W
SC3,32.804816,-79.861597,2017-06-21,1000,Enterococci,15531,MPN/100 mL,0.65,3/4 ebb,rain,SW
SC3,32.804816,-79.861597,2017-06-28,1019,Enterococci,86,MPN/100 mL,0.00,3/4 flood,fair,E
SC3,32.804816,-79.861597,2017-07-05,1115,Enterococci,109,MPN/100 mL,0.00,ebb,clear,SW
SC3,32.804816,-79.861597,2017-07-12,0946,Enterococci,1003,MPN/100 mL,0.00,3/4 flood,clear,calm
SC3,32.804816,-79.861597,2017-07-19,1020,Enterococci,788,MPN/100 mL,0.00,ebb,fair,calm
SC3,32.804816,-79.861597,2017-07-26,0957,Enterococci,383,MPN/100 mL,0.08,3/4 flood,fair,calm
SC3,32.804816,-79.861597,2017-08-02,1003,Enterococci,650,MPN/100 mL,0.00,ebb,fair,E
SC3,32.804816,-79.861597,2017-08-09,1017,Enterococci,1076,MPN/100 mL,0.34,flood,cloud,E
SC3,32.804816,-79.861597,2017-08-16,1023,Enterococci,1169,MPN/100 mL,0.00,ebb,clear,W
SC3,32.804816,-79.861597,2017-08-23,0945,Enterococci,281,MPN/100 mL,0.00,flood,fair,SW
SC3,32.804816,-79.861597,2017-08-30,1043,Enterococci,650,MPN/100 mL,0.00,1/4 flood,fair,calm
SC3,32.804816,-79.861597,2017-09-06,0912,Enterococci,19863,MPN/100 mL,0.98,flood,rain,W
SC3,32.804816,-79.861597,2017-09-14,1006,Enterococci,650,MPN/100 mL,0.00,ebb,clear,SW
SC3,32.804816,-79.861597,2017-09-20,1030,Enterococci,109,MPN/100 mL,0.00,1/4 ebb,clear,S
SC3,32.804816,-79.861597,2017-09-27,1100,Enterococci,51,MPN/100 mL,0.00,1/2 flood,clear,NW
SC3,32.804816,-79.861597,2017-10-04,1025,Enterococci,171,MPN/100 mL,0.00,1/2 ebb,clear,NE
SC3,32.804816,-79.861597,2017-10-11,1024,Enterococci,160,MPN/100 mL,0.00,1/2 flood,fair,calm
SC3,32.804816,-79.861597,2017-10-18,1016,Enterococci,63,MPN/100 mL,0.00,1/4 ebb,clear,N
SC3,32.804816,-79.861597,2017-10-25,1025,Enterococci,171,MPN/100 mL,0.00,1/2 flood,clear,W
SC3,32.804816,-79.861597,2018-05-02,0958,Enterococci,52,MPN/100 mL,0.00,full flood,clear,SW
SC3,32.804816,-79.861597,2018-05-09,1012,Enterococci,420,MPN/100 mL,0.00,full ebb,clear,N
SC3,32.804816,-79.861597,2018-05-16,1019,Enterococci,20,MPN/100 mL,0.01,1/4 ebb,fair,S
SC3,32.804816,-79.861597,2018-05-23,0953,Enterococci,683,MPN/100 mL,0.00,full ebb,fair,SW
SC3,32.804816,-79.861597,2018-05-30,0924,Enterococci,565,MPN/100 mL,0.58,full flood,cloud,calm
SC3,32.804816,-79.861597,2018-06-06,1026,Enterococci,336,MPN/100 mL,0.00,1/2 flood,fair,calm
SC3,32.804816,-79.861597,2018-06-13,1008,Enterococci,1585,MPN/100 mL,0.11,1/4 ebb,cloud,calm
SC3,32.804816,-79.861597,2018-06-20,1110,Enterococci,160,MPN/100 mL,0.00,1/2 flood,clear,SW
SC3,32.804816,-79.861597,2018-06-27,1026,Enterococci,266,MPN/100 mL,0.00,1/2 ebb,clear,calm
SC3,32.804816,-79.861597,2018-07-02,1008,Enterococci,183,MPN/100 mL,0.00,3/4 flood,fair,N
SC3,32.804816,-79.861597,2018-07-11,1005,Enterococci,238,MPN/100 mL,0.00,1/2 ebb,clear,calm
SC3,32.804816,-79.861597,2018-07-18,1048,Enterococci,272,MPN/100 mL,0.26,1/2 flood,fair,W
SC3,32.804816,-79.861597,2018-07-25,1025,Enterococci,1124,MPN/100 mL,0.07,1/2 ebb,fair,SW
SC3,32.804816,-79.861597,2018-08-01,1018,Enterococci,161,MPN/100 mL,0.42,3/4 flood,fair,SW
SC3,32.804816,-79.861597,2018-08-08,1024,Enterococci,529,MPN/100 mL,0.00,3/4 ebb,clear,SW
SC3,32.804816,-79.861597,2018-08-15,1036,Enterococci,108,MPN/100 mL,0.22,3/4 flood,clear,calm
SC3,32.804816,-79.861597,2018-08-22,1018,Enterococci,243,MPN/100 mL,0.00,3/4 ebb,fair,SW
SC3,32.804816,-79.861597,2018-08-29,1030,Enterococci,74,MPN/100 mL,0.00,full flood,clear,S
SC3,32.804816,-79.861597,2018-09-05,1018,Enterococci,246,MPN/100 mL,0.00,full ebb,fair,E
SC3,32.804816,-79.861597,2018-09-19,1050,Enterococci,431,MPN/100 mL,0.00,full ebb,clear,calm
SC3,32.804816,-79.861597,2018-09-26,1003,Enterococci,74,MPN/100 mL,0.00,full flood,clear,W
SC3,32.804816,-79.861597,2018-10-03,1050,Enterococci,393,MPN/100 mL,0.00,1/4 flood,clear,calm
SC3,32.804816,-79.861597,2018-10-12,1035,Enterococci,189,MPN/100 mL,0.00,3/4 flood,clear,NW
SC3,32.804816,-79.861597,2018-10-17,1103,Enterococci,241,MPN/100 mL,0.00,1/4 flood,fair,NW
SC3,32.804816,-79.861597,2018-10-24,1150,Enterococci,96,MPN/100 mL,0.00,1/2 ebb,clear,N
SC3,32.804816,-79.861597,2018-10-31,1040,Enterococci,156,MPN/100 mL,0.00,1/2 flood,clear,calm
SC3,32.804816,-79.861597,2019-05-08,1114,Enterococci,97,MPN/100 mL,0.00,full flood,clear,calm
SC3,32.804816,-79.861597,2019-05-15,1018,Enterococci,496,MPN/100 mL,0.00,3/4 ebb,clear,N
SC3,32.804816,-79.861597,2019-05-22,1007,Enterococci,41,MPN/100 mL,0.00,3/4 flood,fair,calm
SC3,32.804816,-79.861597,2019-05-29,1007,Enterococci,663,MPN/100 mL,0.00,full ebb,clear,W
SC3,32.804816,-79.861597,2019-06-05,1030,Enterococci,31,MPN/100 mL,0.05,full flood,cloud,SW
SC3,32.804816,-79.861597,2019-06-13,1024,Enterococci,2382,MPN/100 mL,3.24,3/4 ebb,cloud,SW
SC3,32.804816,-79.861597,2019-06-19,0942,Enterococci,63,MPN/100 mL,0.00,full flood,fair,SW
SC3,32.804816,-79.861597,2019-06-26,0942,Enterococci,933,MPN/100 mL,0.00,full ebb,clear,NW
SC3,32.804816,-79.861597,2019-07-01,0950,Enterococci,139,MPN/100 mL,0.00,1/2 ebb,clear,W
SC3,32.804816,-79.861597,2019-07-10,1020,Enterococci,1497,MPN/100 mL,0.02,full ebb,rain,calm
SC3,32.804816,-79.861597,2019-07-17,1011,Enterococci,31,MPN/100 mL,0.00,slack flood,clear,calm
SC3,32.804816,-79.861597,2019-07-24,0855,Enterococci,12997,MPN/100 mL,1.12,1/4 flood,cloud,N
SC3,32.804816,-79.861597,2019-08-07,1033,Enterococci,437,MPN/100 mL,0.00,1/4 flood,clear,W
SC3,32.804816,-79.861597,2019-08-14,1011,Enterococci,98,MPN/100 mL,0.00,1/2 ebb,clear,W
SC3,32.804816,-79.861597,2019-08-28,1003,Enterococci,336,MPN/100 mL,0.00,1/2 ebb,fair,S
SC3,32.804816,-79.861597,2019-09-11,1025,Enterococci,350,MPN/100 mL,0.02,1/2 ebb,fair,NE
SC3,32.804816,-79.861597,2019-09-18,1020,Enterococci,63,MPN/100 mL,0.00,full flood,fair,NE
SC3,32.804816,-79.861597,2019-09-25,1000,Enterococci,414,MPN/100 mL,0.00,3/4 ebb,fair,S
SC3,32.804816,-79.861597,2019-10-02,1103,Enterococci,108,MPN/100 mL,0.00,full flood,clear,E
SC3,32.804816,-79.861597,2019-10-09,1032,Enterococci,627,MPN/100 mL,0.00,3/4 ebb,cloud,NE
SC3,32.804816,-79.861597,2019-10-17,1102,Enterococci,121,MPN/100 mL,0.07,1/4 ebb,fair,N
SC3,32.804816,-79.861597,2019-10-23,1047,Enterococci,246,MPN/100 mL,0.00,full ebb,clear,NE
SC3,32.804816,-79.861597,2019-10-30,1112,Enterococci,41,MPN/100 mL,0.00,1/4 ebb,cloud,N
WC1,32.767164,-79.972739,2017-05-03,0832,Enterococci,130,MPN/100 mL,0.00,3/4 ebb,clear,calm
WC1,32.767164,-79.972739,2017-05-10,0805,Enterococci,41,MPN/100 mL,0.00,flood,clear,W
WC1,32.767164,-79.972739,2017-05-17,0842,Enterococci,30,MPN/100 mL,0.00,1/4 flood,clear,S
WC1,32.767164,-79.972739,2017-05-24,0821,Enterococci,933,MPN/100 mL,3.10,1/4 ebb,fair,SW
WC1,32.767164,-79.972739,2017-05-31,0842,Enterococci,52,MPN/100 mL,0.00,ebb,fair,SW
WC1,32.767164,-79.972739,2017-06-07,0820,Enterococci,164,MPN/100 mL,3.25,flood,rain,calm
WC1,32.767164,-79.972739,2017-06-14,0837,Enterococci,31,MPN/100 mL,0.00,1/4 flood,fair,W
WC1,32.767164,-79.972739,2017-06-21,0821,Enterococci,41,MPN/100 mL,0.65,1/4 ebb,cloud,calm
WC1,32.767164,-79.972739,2017-06-28,0821,Enterococci,119,MPN/100 mL,0.00,1/4 flood,fair,E
WC1,32.767164,-79.972739,2017-07-05,0916,Enterococci,85,MPN/100 mL,0.00,1/2 ebb,clear,SW
WC1,32.767164,-79.972739,2017-07-12,0811,Enterococci,52,MPN/100 mL,0.00,3/4 flood,clear,calm
WC1,32.767164,-79.972739,2017-07-19,0828,Enterococci,144,MPN/100 mL,0.00,3/4 ebb,clear,calm
WC1,32.767164,-79.972739,2017-07-26,0825,Enterococci,703,MPN/100 mL,0.08,1/2 flood,cloud,calm
WC1,32.767164,-79.972739,2017-08-02,0815,Enterococci,130,MPN/100 mL,0.00,3/4 ebb,fair,E
WC1,32.767164,-79.972739,2017-08-09,0838,Enterococci,51,MPN/100 mL,0.34,flood,cloud,E
WC1,32.767164,-79.972739,2017-08-16,0820,Enterococci,318,MPN/100 mL,0.00,3/4 ebb,clear,W
WC1,32.767164,-79.972739,2017-08-23,0813,Enterococci,105,MPN/100 mL,0.00,3/4 flood,fair,W
WC1,32.767164,-79.972739,2017-08-30,0842,Enterococci,388,MPN/100 mL,0.00,3/4 ebb,fair,N
WC1,32.767164,-79.972739,2017-09-06,1018,Enterococci,75,MPN/100 mL,0.98,1/4 ebb,rain,NW
WC1,32.767164,-79.972739,2017-09-14,0823,Enterococci,411,MPN/100 mL,0.00,3/4 ebb,fair,calm
WC1,32.767164,-79.972739,2017-09-20,0830,Enterococci,52,MPN/100 mL,0.00,3/4 flood,cloud,calm
WC1,32.767164,-79.972739,2017-09-27,0845,Enterococci,40,MPN/100 mL,0.00,ebb,clear,NW
WC1,32.767164,-79.972739,2017-10-04,0830,Enterococci,31,MPN/100 mL,0.00,1/4 ebb,clear,NE
WC1,32.767164,-79.972739,2017-10-11,0831,Enterococci,292,MPN/100 mL,0.00,1/4 flood,clear,calm
WC1,32.767164,-79.972739,2017-10-18,0822,Enterococci,98,MPN/100 mL,0.00,flood,clear,N
WC1,32.767164,-79.972739,2017-10-25,0831,Enterococci,218,MPN/100 mL,0.00,1/4 flood,clear,W
WC1,32.767164,-79.972739,2018-05-02,0821,Enterococci,31,MPN/100 mL,0.00,3/4 flood,clear,calm
WC1,32.767164,-79.972739,2018-05-09,0820,Enterococci,31,MPN/100 mL,0.00,3/4 ebb,fair,N
WC1,32.767164,-79.972739,2018-05-16,0828,Enterococci,20,MPN/100 mL,0.01,3/4 flood,cloud,S
WC1,32.767164,-79.972739,2018-05-23,0810,Enterococci,228,MPN/100 mL,0.00,3/4 ebb,fair,SW
WC1,32.767164,-79.972739,2018-05-30,0825,Enterococci,63,MPN/100 mL,0.58,3/4 flood,rain,S
WC1,32.767164,-79.972739,2018-06-06,0838,Enterococci,109,MPN/100 mL,0.00,full ebb,fair,N
WC1,32.767164,-79.972739,2018-06-13,0825,Enterococci,41,MPN/100 mL,0.11,full flood,cloud,N
WC1,32.767164,-79.972739,2018-06-20,0845,Enterococci,63,MPN/100 mL,0.00,full ebb,clear,SW
WC1,32.767164,-79.972739,2018-06-27,0823,Enterococci,10,MPN/100 mL,0.00,full flood,fair,calm
WC1,32.767164,-79.972739,2018-07-02,0817,Enterococci,41,MPN/100 mL,0.00,1/2 flood,fair,E
WC1,32.767164,-79.972739,2018-07-11,0830,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,clear,W
WC1,32.767164,-79.972739,2018-07-18,0835,Enterococci,144,MPN/100 mL,0.26,1/4 flood,fair,W
WC1,32.767164,-79.972739,2018-07-25,0828,Enterococci,294,MPN/100 mL,0.07,1/4 ebb,fair,calm
WC1,32.767164,-79.972739,2018-08-01,0823,Enterococci,185,MPN/100 mL,0.42,1/2 flood,cloud,calm
WC1,32.767164,-79.972739,2018-08-08,0810,Enterococci,52,MPN/100 mL,0.00,1/4 ebb,clear,SW
WC1,32.767164,-79.972739,2018-08-15,0831,Enterococci,41,MPN/100 mL,0.22,1/2 flood,clear,W
WC1,32.767164,-79.972739,2018-08-22,0842,Enterococci,83,MPN/100 mL,0.00,1/4 ebb,fair,SW
WC1,32.767164,-79.972739,2018-08-29,0831,Enterococci,120,MPN/100 mL,0.00,3/4 flood,clear,calm
WC1,32.767164,-79.972739,2018-09-05,0827,Enterococci,98,MPN/100 mL,0.00,3/4 ebb,fair,E
WC1,32.767164,-79.972739,2018-09-19,0822,Enterococci,282,MPN/100 mL,0.00,3/4 ebb,clear,N
WC1,32.767164,-79.972739,2018-09-26,0819,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,calm
WC1,32.767164,-79.972739,2018-10-03,0843,Enterococci,145,MPN/100 mL,0.00,full ebb,clear,calm
WC1,32.767164,-79.972739,2018-10-12,0826,Enterococci,960,MPN/100 mL,0.00,1/2 flood,clear,NW
WC1,32.767164,-79.972739,2018-10-17,0835,Enterococci,185,MPN/100 mL,0.00,full ebb,fair,NW
WC1,32.767164,-79.972739,2018-10-24,0841,Enterococci,10,MPN/100 mL,0.00,full flood,clear,N
WC1,32.767164,-79.972739,2018-10-31,0832,Enterococci,201,MPN/100 mL,0.00,full ebb,clear,calm
WC1,32.767164,-79.972739,2019-05-08,0831,Enterococci,52,MPN/100 mL,0.00,1/2 flood,clear,E
WC1,32.767164,-79.972739,2019-05-15,0829,Enterococci,10,MPN/100 mL,0.00,1/2 ebb,clear,N
WC1,32.767164,-79.972739,2019-05-22,0826,Enterococci,75,MPN/100 mL,0.00,1/2 flood,fair,E
WC1,32.767164,-79.972739,2019-05-29,0820,Enterococci,31,MPN/100 mL,0.00,1/2 ebb,clear,W
WC1,32.767164,-79.972739,2019-06-05,0836,Enterococci,20,MPN/100 mL,0.05,3/4 flood,cloud,E
WC1,32.767164,-79.972739,2019-06-13,0825,Enterococci,332,MPN/100 mL,3.24,1/2 ebb,cloud,SW
WC1,32.767164,-79.972739,2019-06-19,0830,Enterococci,30,MPN/100 mL,0.00,3/4 flood,cloud,W
WC1,32.767164,-79.972739,2019-06-26,0820,Enterococci,94,MPN/100 mL,0.00,3/4 ebb,clear,NW
WC1,32.767164,-79.972739,2019-07-01,0825,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,clear,W
WC1,32.767164,-79.972739,2019-07-10,0850,Enterococci,437,MPN/100 mL,0.02,3/4 ebb,fair,NW
WC1,32.767164,-79.972739,2019-07-17,0835,Enterococci,75,MPN/100 mL,0.00,full flood,clear,calm
WC1,32.767164,-79.972739,2019-07-24,0822,Enterococci,402,MPN/100 mL,1.12,slack ebb,cloud,NE
WC1,32.767164,-79.972739,2019-08-07,0825,Enterococci,63,MPN/100 mL,0.00,full ebb,clear,W
WC1,32.767164,-79.972739,2019-08-14,0822,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,fair,W
WC1,32.767164,-79.972739,2019-08-28,0831,Enterococci,61,MPN/100 mL,0.00,1/4 ebb,fair,calm
WC1,32.767164,-79.972739,2019-09-11,0840,Enterococci,109,MPN/100 mL,0.02,1/4 ebb,clear,NE
WC1,32.767164,-79.972739,2019-09-18,0848,Enterococci,41,MPN/100 mL,0.00,1/2 flood,cloud,NE
WC1,32.767164,-79.972739,2019-09-25,0838,Enterococci,108,MPN/100 mL,0.00,1/2 ebb,clear,S
WC1,32.767164,-79.972739,2019-10-02,0851,Enterococci,85,MPN/100 mL,0.00,1/2 flood,clear,E
WC1,32.767164,-79.972739,2019-10-09,0829,Enterococci,98,MPN/100 mL,0.00,1/2 ebb,cloud,NE
WC1,32.767164,-79.972739,2019-10-17,0845,Enterococci,134,MPN/100 mL,0.07,3/4 flood,fair,N
WC1,32.767164,-79.972739,2019-10-23,0837,Enterococci,256,MPN/100 mL,0.00,3/4 ebb,clear,calm
WC1,32.767164,-79.972739,2019-10-30,0847,Enterococci,41,MPN/100 mL,0.00,3/4 flood,cloud,NW
